id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
9,0.98464,0.9753,0.9744,39,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.0, 2.0]",32,5,True,0.001,0.003,none,0,True,"tensor([5.7804, 9.9051])","tensor([ 5.7923, 10.3285])","tensor([ 5.8280, 10.3865])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_9,100364571,50
18,0.9895,0.9788,0.9775,22,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[0.5, 1.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 2.2900, 10.8072])","tensor([ 2.2648, 10.8596])","tensor([ 2.3032, 10.9001])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_18,100364571,50
48,0.9761,0.9637,0.9619,34,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[0.5, 1.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 0.2194, 12.3061])","tensor([ 0.2179, 12.4559])","tensor([ 0.2232, 12.5148])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_48,100364571,50
2,0.99116,0.9783,0.9762,41,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[0.5, 1.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 3.2065, 10.6857])","tensor([ 3.2115, 10.7363])","tensor([ 3.2154, 10.7809])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_2,100364571,50
25,0.98948,0.9774,0.9766,20,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 0.5]","[1.0, 2.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 2.2081, 10.5978])","tensor([ 2.1876, 10.3833])","tensor([ 2.2205, 10.4518])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_25,100364571,50
50,0.98494,0.9692,0.9694,41,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[0.5, 1.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.3041, 12.0708])","tensor([ 0.3007, 12.0539])","tensor([ 0.3102, 12.1338])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_50,100364571,50
39,0.99094,0.9777,0.9764,26,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[1.5, 1.5]",32,5,True,0.003,0.003,none,0,True,"tensor([ 1.7871, 10.5242])","tensor([ 1.7770, 10.6329])","tensor([ 1.7982, 10.7088])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_39,100364571,50
49,0.98262,0.9669,0.9642,43,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[0.5, 1.0]",32,5,True,0.001,0.003,none,0,True,"tensor([ 0.2394, 11.7897])","tensor([ 0.2384, 11.8517])","tensor([ 0.2441, 11.8565])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_49,100364571,50
4,0.99066,0.9778,0.976,31,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.5, 1.5]",32,5,True,0.001,0.001,none,0,True,"tensor([ 4.5532, 10.5613])","tensor([ 4.5209, 10.6544])","tensor([ 4.5667, 10.7642])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_4,100364571,50
43,0.98872,0.976,0.975,24,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.5, 1.0]","[1.0, 2.0]",32,5,True,0.003,0.003,none,0,True,"tensor([ 2.2474, 10.5911])","tensor([ 2.2280, 10.3255])","tensor([ 2.2644, 10.4043])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_43,100364571,50
62,0.98726,0.9736,0.971,44,"('random', (-1, 2))",1,16,16,8,16,0.5,"[1.0, 1.0]","[2.0, 4.0]",32,5,True,0.003,0.001,none,0,True,"tensor([ 0.4709, 11.7784])","tensor([ 0.4648, 11.8920])","tensor([ 0.4807, 12.0667])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_62,100364571,50
12,0.99496,0.9786,0.9757,47,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[2.0, 4.0]",32,5,True,0.001,0.001,none,0,True,"tensor([ 3.7597, 10.9571])","tensor([ 3.7455, 10.7262])","tensor([ 3.7648, 10.8810])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_12,100364571,50
5,0.98984,0.9777,0.9746,40,"('random', (-1, 2))",1,16,16,8,16,0.5,"[0.3, 0.6]","[1.5, 1.5]",32,5,True,0.001,0.003,none,0,True,"tensor([ 4.6730, 10.3539])","tensor([ 4.6552, 10.0807])","tensor([ 4.6895, 10.1934])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_float_transposed_loss_direct_100364571_exp_id_5,100364571,50
