id,train_acc,val_acc,test_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
24,0.99462,0.9717,0.9697,44,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.001,0.001,none,0,False,"tensor([11.1761, 13.4687])","tensor([11.2637, 13.2985])","tensor([11.2705, 13.5473])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_24,100364571,50
122,0.9948,0.9746,0.9734,30,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.003,none,0,False,"tensor([20.4384, 11.7270])","tensor([20.3378, 11.7320])","tensor([20.4460, 11.7963])","tensor([0.0607, 0.0750])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_122,100364571,50
112,0.9719,0.9648,0.9633,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.001,none,0,False,"tensor([33.6575, 18.3962])","tensor([33.5994, 18.1487])","tensor([33.8204, 18.4382])","tensor([0.3990, 0.4381])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_112,100364571,50
0,0.97466,0.9631,0.9578,48,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.3]",0.001,0.001,none,0,False,"tensor([22.6503, 13.9269])","tensor([22.5742, 13.8201])","tensor([23.0824, 14.1214])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_0,100364571,50
20,0.98736,0.9672,0.9649,45,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.6]",0.003,0.001,none,0,False,"tensor([22.2442, 16.0413])","tensor([22.1919, 16.1662])","tensor([22.6419, 16.4709])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_20,100364571,50
44,0.99374,0.968,0.9665,43,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.3]",0.003,0.001,none,0,False,"tensor([ 8.3478, 11.7384])","tensor([ 8.4962, 11.6374])","tensor([ 8.4728, 11.7802])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_44,100364571,50
113,0.96372,0.9615,0.9582,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.001,none,0,True,"tensor([32.8748, 22.5527])","tensor([32.7789, 22.0170])","tensor([33.0458, 22.2530])","tensor([0.5537, 0.6183])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_113,100364571,50
111,0.99604,0.9738,0.9728,49,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.3]",0.003,0.003,none,0,True,"tensor([13.5188, 14.0680])","tensor([13.3560, 14.0833])","tensor([13.3916, 14.3335])","tensor([0.0908, 0.1104])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_111,100364571,50
50,0.96674,0.9607,0.9544,45,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.003,none,0,False,"tensor([18.9027, 16.2430])","tensor([18.8380, 16.1560])","tensor([19.2399, 16.6655])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_50,100364571,50
17,0.96994,0.9634,0.9617,45,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.6]",0.001,0.001,none,0,True,"tensor([17.6584, 13.1865])","tensor([17.4494, 13.0687])","tensor([18.2083, 13.8080])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_17,100364571,50
115,0.96604,0.965,0.9614,37,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.003,none,0,True,"tensor([27.7731, 21.1867])","tensor([27.6982, 20.5768])","tensor([27.8883, 20.8395])","tensor([0.4958, 0.5553])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_115,100364571,50
75,0.99586,0.9769,0.9747,45,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.3]",0.001,0.003,none,0,True,"tensor([18.9307, 14.0669])","tensor([18.8805, 13.7033])","tensor([19.1020, 13.8656])","tensor([0.1022, 0.1275])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_75,100364571,50
80,0.97798,0.9684,0.9652,48,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.6]",0.001,0.001,none,0,False,"tensor([30.5486, 19.0344])","tensor([30.5459, 18.5931])","tensor([30.9015, 18.7981])","tensor([0.3406, 0.3833])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_80,100364571,50
67,0.97208,0.9677,0.9646,45,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.3]",0.001,0.003,none,0,True,"tensor([21.3244, 27.0772])","tensor([21.2429, 26.3897])","tensor([21.5975, 26.2652])","tensor([0.4330, 0.5393])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_67,100364571,50
23,0.98572,0.9707,0.9682,45,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.6]",0.003,0.003,none,0,True,"tensor([17.5084, 14.8472])","tensor([17.2517, 14.6135])","tensor([17.9010, 15.1752])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_23,100364571,50
33,0.95674,0.9578,0.9453,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.3]",0.001,0.001,none,0,True,"tensor([13.8436, 15.6934])","tensor([13.6610, 15.4952])","tensor([14.1564, 16.3849])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_33,100364571,50
127,0.99482,0.9732,0.9726,37,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.6]",0.003,0.003,none,0,True,"tensor([12.5106, 13.2922])","tensor([12.4904, 13.2864])","tensor([12.3963, 13.4701])","tensor([0.0984, 0.1135])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_127,100364571,50
31,0.99354,0.9696,0.9684,48,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.003,0.003,none,0,True,"tensor([ 5.6971, 12.8560])","tensor([ 5.7983, 12.7963])","tensor([ 5.7307, 12.8703])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_31,100364571,50
36,0.9787,0.9659,0.9629,43,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.3]",0.003,0.001,none,0,False,"tensor([28.8475, 12.6704])","tensor([28.8944, 12.6194])","tensor([29.3476, 12.6782])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_36,100364571,50
66,0.97566,0.9677,0.967,43,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.3]","[0.3, 0.3]",0.001,0.003,none,0,False,"tensor([23.7232, 21.0856])","tensor([23.6971, 20.0820])","tensor([23.9273, 20.2405])","tensor([0.3513, 0.4124])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_66,100364571,50
78,0.99772,0.9747,0.9734,44,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.3]",0.003,0.003,none,0,False,"tensor([12.9461, 12.7290])","tensor([13.0448, 12.5453])","tensor([12.9697, 12.6349])","tensor([0.0604, 0.0760])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_78,100364571,50
48,0.96478,0.9598,0.9539,47,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.6]",0.001,0.001,none,0,False,"tensor([21.9120, 16.3229])","tensor([21.8605, 16.2356])","tensor([22.2863, 16.6672])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_48,100364571,50
94,0.9977,0.9739,0.972,41,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.003,0.003,none,0,False,"tensor([11.2022, 12.2296])","tensor([11.5116, 12.1109])","tensor([11.3961, 12.2535])","tensor([0.0595, 0.0715])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_94,100364571,50
110,0.99724,0.9737,0.9717,46,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.3]",0.003,0.003,none,0,False,"tensor([12.6283, 12.5379])","tensor([12.6242, 12.4206])","tensor([12.5490, 12.5457])","tensor([0.0671, 0.0833])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_110,100364571,50
62,0.99224,0.9672,0.9665,41,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.6]","[0.3, 0.6]",0.003,0.003,none,0,False,"tensor([ 6.8413, 12.8192])","tensor([ 6.9049, 12.7596])","tensor([ 6.8828, 12.8924])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_62,100364571,50
93,0.99498,0.9747,0.9742,39,[100],"('normal', None)",128,4,4,4,16,1.0,"[0.3, 0.3]","[0.3, 0.6]",0.003,0.001,none,0,True,"tensor([15.8778, 15.7766])","tensor([15.7684, 15.7194])","tensor([15.7917, 15.8377])","tensor([0.1147, 0.1347])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_feedback_100364571_exp_id_93,100364571,50
37,0.97294,0.9669,0.9616,49,[100],"('normal', None)",128,4,4,4,16,0.5,"[0.3, 0.6]","[0.3, 0.3]",0.003,0.001,none,0,True,"tensor([19.5963, 14.2343])","tensor([19.4439, 14.1643])","tensor([19.9176, 14.6164])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_float_transposed_loss_direct_100364571_exp_id_37,100364571,50
