id,train_acc,val_acc,best_epoch,Neurons,vdecay,vedecay_rec,hidden_layer_0,hidden_layer_1,out_layer,lr_hidden,lr_hidden_rec,lr_output,data_params,train_activations,val_activations,train_activations_fb,fb_angle,fb_ratio,session_name,seed,epochs
9,0.4966895537027955,0.4624558303886926,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.5, 1.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.5486, 19.6506, 26.6725])","tensor([35.1041, 19.6943, 26.0258])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_9,100364571,50
48,0.4702059833251594,0.4443462897526501,8,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.5, 1.0]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.7357, 18.6698, 21.6984])","tensor([44.4804, 20.7149, 21.6579])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_48,100364571,50
20,0.5045365375183913,0.4743816254416961,9,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.2, 0.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.5778, 21.6181, 21.5867])","tensor([34.8257, 22.4111, 21.3190])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_20,100364571,50
6,0.5071113290828838,0.4942579505300353,8,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.7, 0.7]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([43.0768, 31.6620, 28.9842])","tensor([47.5571, 33.2401, 28.8787])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_6,100364571,50
22,0.4318293281020108,0.4174028268551237,7,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.2, 0.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.7780, 27.1615, 30.4947])","tensor([44.5680, 28.6976, 30.5523])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_22,100364571,50
25,0.5684158901422266,0.549469964664311,26,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.7, 0.7]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([46.0739, 25.9091, 24.2278])","tensor([46.5176, 26.1386, 25.2041])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_25,100364571,50
21,0.5494114762138304,0.5207597173144877,12,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.2, 0.5]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([45.2674, 26.2600, 22.1431])","tensor([47.4623, 26.7831, 22.4650])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_21,100364571,50
0,0.4749877390877881,0.4474381625441696,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[0.2, 0.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([33.8876, 23.5093, 23.6334])","tensor([33.1914, 23.9933, 23.8860])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_0,100364571,50
39,0.2606669936243256,0.3295053003533569,2,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[2.0, 4.0]","[1.0, 2.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([36.1139, 15.6976,  5.5142])","tensor([36.1352, 16.3323,  8.3868])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_39,100364571,50
45,0.4616233447768514,0.4690812720848056,8,"[256, 256]",0.5,0.5,"[0.5, 1.0]","[0.7, 0.7]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.1091, 20.9145, 26.3156])","tensor([42.4711, 22.3177, 25.7550])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_45,100364571,50
66,0.3208680725846003,0.3189045936395759,5,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[0.7, 0.7]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([40.6548, 14.7012, 19.6631])","tensor([44.7436, 16.3731, 24.2758])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_66,100364571,50
12,0.4553702795487984,0.4487632508833922,6,"[256, 256]",0.5,0.5,"[0.2, 0.5]","[1.5, 1.5]","[0.3, 0.3]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([34.6492, 18.6498, 22.5722])","tensor([34.2372, 18.5542, 20.9257])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_12,100364571,50
29,0.5002452182442374,0.4575971731448763,8,"[256, 256]",0.5,0.5,"[0.7, 0.7]","[0.5, 1.0]","[0.3, 0.6]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([35.0108, 19.2911, 24.3850])","tensor([37.8446, 20.9270, 24.1894])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_29,100364571,50
74,0.2936488474742521,0.3118374558303887,4,"[256, 256]",0.5,0.5,"[1.5, 1.5]","[1.5, 1.5]","[1.0, 1.0]","[0.003, 0.003]","[0.001, 0.003]",0.003,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([39.2204, 14.8135, 15.8612])","tensor([44.5498, 17.7984, 21.8089])","tensor([nan, nan])",0,0,grid_search_shd_rsnn_float_2_layers_v0/shd_biograd_rec_2_layers_float_transposed_loss_direct_frames_10_time_100364571_exp_shd_rsnn_float_2_layers_v0_74,100364571,50
