id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,weight_decay,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
9,0.5821481118195194,0.6280918727915195,30,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([23.1394,  5.3833])","tensor([24.2134,  5.8284])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_100364571_exp_id_9,100364571,50
159,0.6049534085335949,0.6236749116607774,22,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([24.9328,  5.3560])","tensor([26.5606,  5.9576])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_980342676_exp_id_159,980342676,50
172,0.446174595389897,0.4536219081272085,42,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.015625,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.2971,  5.5535])","tensor([27.1877,  5.9187])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_416302576_exp_id_172,416302576,50
146,0.5853359489946052,0.6210247349823321,21,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([26.7613,  5.4450])","tensor([27.8306,  6.0300])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_980342676_exp_id_146,980342676,50
66,0.6352378616969102,0.651060070671378,48,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",3.0517578125e-05,0,2.0,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.3980,  5.4944])","tensor([31.7987,  5.9982])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_712492346_exp_id_66,712492346,50
44,0.6524031387935263,0.6329505300353356,42,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([30.6338,  5.4954])","tensor([32.0493,  5.8991])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_210342476_exp_id_44,210342476,50
81,0.586194212849436,0.6148409893992933,33,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.7575,  5.3223])","tensor([24.5633,  6.0992])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_642731685_exp_id_81,642731685,50
134,0.6383030897498774,0.644434628975265,47,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.000244140625,0,0.125,none,128,1.0,1.0,False,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([29.1706,  5.5979])","tensor([30.2049,  6.2143])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_301420567_exp_id_134,301420567,50
39,0.5826385483079941,0.6135159010600707,18,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.125,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([27.2249,  5.4334])","tensor([28.7009,  5.8601])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_210342476_exp_id_39,210342476,50
167,0.4086562040215792,0.4558303886925795,29,[256],"('normal', None)",128,16,16,16,24,0.5,0.5,"[512000.0, 1024000.0]","[409600.0, 409600.0]",0.001953125,0,0.015625,none,128,1.0,1.0,True,"{'data_type': 'frame', 'duration': None, 'n_bins': 4, 'frames': 10, 'split_by': 'time'}","tensor([22.0105,  5.2878])","tensor([23.0736,  5.8748])","tensor([nan, nan])",128,256,0,0,shd_biograd_rsnn_1_layers_int_16_16_16_416302576_exp_id_167,416302576,50
