id,train_acc,val_acc,test_acc,best_epoch,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,n_filters,kernel_size,reduce_dim,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,test_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
62,0.6628,0.8183,0.8027,17,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,6.103515625e-05,2.0,none,2,False,"tensor([ 0.2588, 10.2608])","tensor([ 0.3016, 12.0840])","tensor([ 0.2871, 12.2944])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_62,100364571,50
40,0.79922,0.9214,0.9103,49,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00390625,0.25,none,1,False,"tensor([ 1.6286, 10.5481])","tensor([ 1.4655, 10.1547])","tensor([ 1.4564, 10.1327])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_40,100364571,50
55,0.84994,0.9335,0.9301,19,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00048828125,0.25,none,2,True,"tensor([ 6.9056, 11.0320])","tensor([ 6.7343, 11.0309])","tensor([ 6.7327, 11.0942])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_55,100364571,50
56,0.96644,0.9712,0.9697,34,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00048828125,0.03125,none,1,False,"tensor([ 3.1318, 11.4597])","tensor([ 3.0150, 11.6166])","tensor([ 2.9818, 11.6669])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_56,100364571,50
19,0.8325,0.9302,0.9229,42,"('random', (-1, 2))",32,8,8,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,0.25,none,2,True,"tensor([ 3.6569, 11.0947])","tensor([ 3.3295, 11.0759])","tensor([ 3.3378, 11.2721])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_19,100364571,50
51,0.70318,0.8501,0.846,33,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00048828125,2.0,none,2,True,"tensor([ 0.4677, 10.6296])","tensor([ 0.6883, 10.9915])","tensor([ 0.6744, 11.2105])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_51,100364571,50
71,0.822,0.9232,0.9158,0,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,6.103515625e-05,0.03125,none,2,True,"tensor([ 5.5640, 11.4021])","tensor([ 9.1965, 11.0271])","tensor([ 9.2462, 10.8254])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_71,100364571,50
13,0.61772,0.8027,0.7971,2,"('random', (-1, 2))",32,8,8,4,16,0.5,"[20.833333333333332, 41.666666666666664]","[20.833333333333332, 41.666666666666664]",32,5,True,0.00048828125,2.0,none,1,True,"tensor([0.0961, 8.9379])","tensor([ 0.0723, 11.1281])","tensor([ 0.0736, 11.4233])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_13,100364571,50
61,0.6385,0.7778,0.7667,0,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,6.103515625e-05,2.0,none,1,True,"tensor([0.2022, 9.5724])","tensor([ 0.2442, 11.8316])","tensor([ 0.2485, 11.8830])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_61,100364571,50
59,0.85696,0.9297,0.9282,21,"('random', (-1, 2))",32,8,8,4,16,0.5,"[15.625, 31.25]","[15.625, 31.25]",32,5,True,0.00048828125,0.03125,none,2,True,"tensor([ 8.9038, 11.8218])","tensor([ 8.4830, 10.8667])","tensor([ 8.4972, 10.8115])","tensor([nan, nan])",128,256,0,0,mnist_biograd_cnn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_59,100364571,50
