id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,vedecay_rec,hidden_layer,out_layer,lr_hidden,lr_hidden_rec,lr_output,lr_scheduler,gradient_clip,fw_factor,rec_factor,data_params,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
21,0.97972,0.9683,44,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[1.0, 2.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([20.4745, 18.3711])","tensor([20.3137, 18.2384])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_21,100364571,50
50,0.97952,0.9664,40,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[1.0, 1.0]",0.01,0,0.003,none,0,1.0,1.0,0,"tensor([28.7359, 20.3217])","tensor([28.8900, 20.3014])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_50,100364571,50
17,0.97956,0.9669,40,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[1.0, 1.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([20.2784, 14.0522])","tensor([20.1214, 14.0706])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_17,100364571,50
57,0.97398,0.9677,33,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.3, 0.6]","[2.0, 4.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([24.9604, 14.9650])","tensor([24.9394, 14.9262])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_57,100364571,50
32,0.97188,0.9665,48,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[1.0, 1.0]",0.003,0,0.003,none,0,1.0,1.0,0,"tensor([26.1585, 17.5429])","tensor([26.0856, 17.3960])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_32,100364571,50
24,0.98014,0.9697,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[2.0, 4.0]",0.003,0,0.003,none,0,1.0,1.0,0,"tensor([30.7061, 12.9878])","tensor([30.4952, 13.0420])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_24,100364571,50
31,0.99014,0.971,43,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[4.0, 6.0]",0.01,0,0.01,none,0,1.0,1.0,0,"tensor([29.3074, 15.2087])","tensor([29.2486, 15.2632])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_31,100364571,50
42,0.9877,0.9683,48,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.01,0,0.003,none,0,1.0,1.0,0,"tensor([35.7410, 13.2486])","tensor([35.6622, 13.2185])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_42,100364571,50
9,0.97942,0.9658,48,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.6, 1.2]","[2.0, 4.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([24.1474, 16.9259])","tensor([24.2974, 17.1218])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_9,100364571,50
40,0.97554,0.9657,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 2.0]","[2.0, 4.0]",0.003,0,0.003,none,0,1.0,1.0,0,"tensor([32.0429, 13.2621])","tensor([32.0128, 13.5843])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_40,100364571,50
1,0.97178,0.9635,46,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.6, 1.2]","[1.0, 1.0]",0.003,0,0.01,none,0,1.0,1.0,0,"tensor([19.4908, 17.2931])","tensor([19.4963, 17.3532])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_1,100364571,50
27,0.98758,0.9702,42,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[1.0, 1.0]","[2.0, 4.0]",0.01,0,0.01,none,0,1.0,1.0,0,"tensor([23.9737, 17.5539])","tensor([23.8496, 17.7500])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_27,100364571,50
4,0.97458,0.9644,42,[100],"('normal', None)",128,16,16,11,15,0.5,0.5,"[0.6, 1.2]","[1.0, 2.0]",0.003,0,0.003,none,0,1.0,1.0,0,"tensor([29.1044, 14.9898])","tensor([29.0307, 15.0609])","tensor([nan, nan])",128,256,0,0,mnist_biograd_rsnn_1_layers_float_transposed_loss_direct_100364571_exp_id_4,100364571,50
