id,train_acc,val_acc,best_epoch,Neurons,loss_function,loss_precision,num_bits,weight_init_bits,low_precision_weights,activation_bits,vdecay,hidden_layer,out_layer,lr_hidden,lr_output,lr_scheduler,gradient_clip,weight_decay,train_activations,val_activations,train_activations_fb,train_batch_size,test_batch_size,fb_angle,fb_ratio,session_name,seed,epochs
93,0.2708,0.4453,29,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.5,decay,0,False,"tensor([19.6018,  3.6908])","tensor([19.5422,  1.1029])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_93,100364571,50
97,0.36218,0.4312,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.5,cosine,2,False,"tensor([87.7972,  5.7634])","tensor([97.5379,  7.8418])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_97,100364571,50
44,0.24104,0.388,28,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.5,cosine,2048,False,"tensor([18.0883,  4.5373])","tensor([18.0876,  2.3195])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_44,100364571,50
16,0.9146,0.9331,2,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.0625,cosine,2,False,"tensor([55.3316,  5.1867])","tensor([57.5201,  5.1310])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_16,100364571,50
47,0.33508,0.5194,41,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.0625,none,2048,False,"tensor([23.1778,  4.2044])","tensor([22.6532,  2.8618])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_47,100364571,50
35,0.58394,0.7961,19,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,cosine,2048,False,"tensor([11.4148,  3.5826])","tensor([11.5631,  4.0520])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_35,100364571,50
34,0.7502,0.7587,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,cosine,2,False,"tensor([74.4405,  5.0923])","tensor([88.3808,  4.7146])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_34,100364571,50
29,0.58394,0.7961,19,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,none,2048,False,"tensor([11.4148,  3.5826])","tensor([11.5631,  4.0520])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_29,100364571,50
17,0.52964,0.7358,15,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.0625,cosine,2048,False,"tensor([9.0534, 3.1038])","tensor([9.0155, 2.5143])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_17,100364571,50
30,0.58394,0.7961,19,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,decay,0,False,"tensor([11.4148,  3.5826])","tensor([11.5631,  4.0520])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_30,100364571,50
28,0.7502,0.7587,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.0625,none,2,False,"tensor([74.4405,  5.0923])","tensor([88.3808,  4.7146])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_28,100364571,50
61,0.9275,0.9473,35,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,cosine,2,False,"tensor([58.5229,  5.1894])","tensor([58.7897,  5.9384])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_61,100364571,50
13,0.9146,0.9331,2,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.0625,decay,2,False,"tensor([55.3316,  5.1867])","tensor([57.5201,  5.1310])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_13,100364571,50
60,0.35552,0.541,27,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,cosine,0,False,"tensor([15.7916,  1.9246])","tensor([16.2934,  2.3321])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_60,100364571,50
82,0.76278,0.8418,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.0625,none,2,False,"tensor([68.5783,  4.8190])","tensor([79.9452,  4.7522])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_82,100364571,50
18,0.41684,0.6501,27,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.5,none,0,False,"tensor([9.4458, 3.6872])","tensor([9.2364, 2.0146])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_18,100364571,50
76,0.81654,0.8502,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.5,decay,2,False,"tensor([82.0746,  5.2515])","tensor([84.2233,  5.9105])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_76,100364571,50
99,0.38868,0.5721,28,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.0625,none,0,False,"tensor([22.5676,  3.8726])","tensor([22.7572,  2.6144])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_99,100364571,50
0,0.09978,0.0991,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",0.000244140625,0.5,none,0,False,"tensor([16.0000,  0.0256])","tensor([16.,  0.])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_0,100364571,50
103,0.33028,0.374,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.814697265625e-06,0.0625,decay,2,False,"tensor([97.6299,  6.4331])","tensor([97.7129,  7.2411])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_103,100364571,50
58,0.9275,0.9473,35,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",0.000244140625,0.5,decay,2,False,"tensor([58.5229,  5.1894])","tensor([58.7897,  5.9384])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_58,100364571,50
25,0.74106,0.7769,1,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.0517578125e-05,0.5,cosine,2,False,"tensor([90.5777,  5.3181])","tensor([91.8261,  5.6904])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_25,100364571,50
87,0.64108,0.8508,26,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.0625,cosine,0,False,"tensor([21.2061,  3.6481])","tensor([21.9713,  4.6745])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_87,100364571,50
85,0.76278,0.8418,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[62.5, 125.0]","[250.0, 500.0]",3.0517578125e-05,0.0625,decay,2,False,"tensor([68.5783,  4.8190])","tensor([79.9452,  4.7522])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_85,100364571,50
52,0.36084,0.3576,0,[100],"('random', (-1, 2))",128,8,8,4,16,0.5,"[31.25, 62.5]","[125.0, 250.0]",3.814697265625e-06,0.0625,cosine,2,False,"tensor([91.4792,  6.5026])","tensor([97.8964,  8.8685])","tensor([nan, nan])",128,256,0,0,mnist_biograd_snn_1_layers_int_8_8_4_transposed_loss_direct_100364571_exp_id_52,100364571,50
